SEASON,TEAM_ID,TEAM_ABBR,WINS_AT_HALF,PYTH_PCT_HALF,ACTUAL_FINAL_WINS,BASELINE_PRED,ARIMA_PRED,PYTH_PRED,BASELINE_ERROR,ARIMA_ERROR,PYTH_ERROR,ARIMA_BEATS_BASELINE,PYTH_BEATS_BASELINE
2014-15,1610612737,ATL,33,0.7178212132018439,60,66.0,70.1187159542832,60.9585065681414,6.0,10.118715954283203,0.9585065681414022,False,True
2014-15,1610612738,BOS,15,0.43429935343261317,40,30.0,15.816139786749153,33.19409212675488,10.0,24.183860213250846,6.805907873245118,False,True
2014-15,1610612739,CLE,21,0.5,53,42.0,34.634344140901284,41.45680422476802,11.0,18.365655859098716,11.543195775231979,False,False
2014-15,1610612740,NOP,20,0.5016885102446396,45,40.0,38.92090567463092,40.51495605062938,5.0,6.079094325369077,4.4850439493706205,False,True
2014-15,1610612741,CHI,27,0.6035973724780109,50,54.0,53.25095984828573,51.024669082657084,4.0,3.2509598482857314,1.0246690826570841,True,True
2014-15,1610612742,DAL,28,0.6881307657584501,50,56.00000000000001,56.361547725205504,54.935975769198876,6.000000000000007,6.361547725205504,4.935975769198876,False,True
2014-15,1610612743,DEN,18,0.41597338081465424,30,36.0,18.941121900507607,35.562950697910914,6.0,11.058878099492393,5.562950697910914,False,True
2014-15,1610612744,GSW,35,0.83210423532113,67,70.0,69.68225402979652,66.89438224451828,3.0,2.6822540297965247,0.10561775548171681,True,True
2014-15,1610612745,HOU,28,0.636669050916857,56,56.00000000000001,55.036686625724926,53.1636485419905,7.105427357601002e-15,0.9633133742750744,2.836351458009503,False,False
2014-15,1610612746,LAC,27,0.6965224207786873,56,54.0,53.268079866482005,54.22498204735123,2.0,2.7319201335179955,1.775017952648767,False,True
2014-15,1610612747,LAL,12,0.3050434944743264,21,24.0,23.556934969100816,25.742556090438697,3.0,2.5569349691008156,4.742556090438697,True,False
2014-15,1610612748,MIA,18,0.3653382092322802,37,36.0,34.79887628184953,33.8190893919663,1.0,2.2011237181504697,3.180910608033699,False,False
2014-15,1610612749,MIL,21,0.5389989480415096,41,42.0,42.02682819105825,42.79991721000785,1.0,1.0268281910582502,1.7999172100078482,False,False
2014-15,1610612750,MIN,7,0.20741683141663883,16,14.000000000000002,7.0,17.380320813762815,1.9999999999999982,9.0,1.3803208137628147,False,True
2014-15,1610612751,BKN,17,0.4199813355016348,38,34.0,33.811313310801665,34.70098354891517,4.0,4.1886866891983345,3.2990164510848317,False,True
2014-15,1610612752,NYK,5,0.2123042366135651,17,10.0,5.00000000021855,15.548641697114164,7.0,11.999999999781451,1.4513583028858363,False,True
2014-15,1610612753,ORL,14,0.3141770635134173,25,28.000000000000004,27.653526894628715,28.05711368222118,3.0000000000000036,2.6535268946287154,3.0571136822211784,True,False
2014-15,1610612754,IND,15,0.4438494852436031,38,30.0,18.696499505607132,33.522996025199525,8.0,19.303500494392868,4.477003974800475,False,True
2014-15,1610612755,PHI,8,0.1374998224395321,18,16.0,14.88117763357066,15.972398360410235,2.0,3.11882236642934,2.027601639589765,False,False
2014-15,1610612756,PHX,23,0.5684470585486548,39,46.00000000000001,45.07668785213281,45.814101991885195,7.000000000000007,6.076687852132807,6.814101991885195,True,True
2014-15,1610612757,POR,30,0.7050495598186176,51,60.0,42.00550098462246,57.51865435767318,9.0,8.994499015377542,6.518654357673178,True,True
2014-15,1610612758,SAC,16,0.43190542468888393,29,32.0,25.069430506829402,34.111645882871095,3.0,3.930569493170598,5.111645882871095,False,False
2014-15,1610612759,SAS,25,0.6306638911158218,55,50.0,46.94255245320775,49.956832499192984,5.0,8.057447546792247,5.043167500807016,False,False
2014-15,1610612760,OKC,21,0.556155217425533,45,42.0,42.9660342786757,43.390774382961034,3.0,2.0339657213243,1.609225617038966,True,True
2014-15,1610612761,TOR,27,0.6695778270561469,49,54.0,46.0663619244381,53.29701769117844,5.0,2.933638075561902,4.297017691178439,True,True
2014-15,1610612762,UTA,14,0.38019212556886334,38,28.000000000000004,15.357296494525611,30.330654162690262,9.999999999999996,22.642703505474387,7.669345837309738,False,True
2014-15,1610612763,MEM,29,0.6278893676818607,55,58.0,54.27703464707639,53.861278679432544,3.0,0.7229653529236089,1.1387213205674556,True,True
2014-15,1610612764,WAS,28,0.563480535720529,46,56.00000000000001,56.37271376768143,50.643056319195615,10.000000000000007,10.372713767681432,4.643056319195615,False,True
2014-15,1610612765,DET,16,0.44099193683446164,32,32.0,33.59040610264448,34.424582848254744,0.0,1.5904061026444793,2.424582848254744,False,False
2014-15,1610612766,CHA,16,0.4040303053207027,33,32.0,17.67321198315716,33.1516344808029,1.0,15.32678801684284,0.15163448080289754,False,True
2015-16,1610612737,ATL,24,0.5712666047810919,48,48.0,48.16442588121219,46.801979583279596,0.0,0.16442588121218904,1.1980204167204036,False,False
2015-16,1610612738,BOS,22,0.6123499198760396,48,44.0,43.00862657507806,46.15741950894031,4.0,4.991373424921939,1.8425804910596923,False,True
2015-16,1610612739,CLE,30,0.6897206989834382,57,60.0,60.483102543183186,56.71007240073534,3.0,3.483102543183186,0.28992759926465794,False,True
2015-16,1610612740,NOP,14,0.38250936227478777,30,28.000000000000004,28.34660091308755,30.57441245147987,1.9999999999999964,1.6533990869124509,0.5744124514798692,True,True
2015-16,1610612741,CHI,24,0.5208688015085932,42,48.0,47.12164760041135,45.13923171195359,6.0,5.12164760041135,3.1392317119535917,True,True
2015-16,1610612742,DAL,23,0.5109457112831102,42,46.00000000000001,45.0730760702836,43.81184448318521,4.000000000000007,3.073076070283598,1.8118444831852116,True,True
2015-16,1610612743,DEN,16,0.3629685962856729,33,32.0,30.7072726009213,31.929714370557555,1.0,2.2927273990787,1.070285629442445,False,False
2015-16,1610612744,GSW,37,0.8073421665937148,73,74.0,66.58852165893406,67.59069481266393,1.0,6.411478341065944,5.409305187336074,False,False
2015-16,1610612745,HOU,21,0.4593312547410295,41,42.0,42.02855566516379,40.10895621877103,1.0,1.0285556651637933,0.8910437812289729,False,True
2015-16,1610612746,LAC,27,0.6235290672608038,53,54.0,56.17296026314023,51.52624716233527,1.0,3.172960263140233,1.4737528376647333,False,False
2015-16,1610612747,LAL,9,0.22375795919665756,17,18.0,17.44440159024195,20.33681199276669,1.0,0.4444015902419487,3.336811992766691,True,False
2015-16,1610612748,MIA,23,0.5317718406177957,48,46.00000000000001,45.06346598681987,44.498949872123944,1.999999999999993,2.936534013180129,3.5010501278760557,False,False
2015-16,1610612749,MIL,16,0.3118648871391636,33,32.0,31.76733536771481,30.243676922838297,1.0,1.2326646322851893,2.756323077161703,False,False
2015-16,1610612750,MIN,12,0.35443436084545366,29,24.0,11.853511175043147,27.64814888773496,5.0,17.146488824956855,1.3518511122650416,False,True
2015-16,1610612751,BKN,11,0.2600339830597109,21,22.0,11.007080439321594,23.533647520147255,1.0,9.992919560678406,2.5336475201472552,False,False
2015-16,1610612752,NYK,20,0.4692943816816667,32,40.0,38.9262660442996,39.437664357550865,8.0,6.926266044299602,7.437664357550865,True,True
2015-16,1610612753,ORL,20,0.4853693004930763,35,40.0,27.522090342309372,39.96801558914898,5.0,7.477909657690628,4.968015589148983,False,True
2015-16,1610612754,IND,22,0.6049353422069544,45,44.0,39.35355469598087,45.91279429840499,1.0,5.646445304019132,0.9127942984049895,False,True
2015-16,1610612755,PHI,4,0.15850096267712038,10,8.0,4.0,13.183822675647027,2.0,6.0,3.1838226756470274,False,False
2015-16,1610612756,PHX,13,0.3647095816882132,23,26.0,18.439506912299624,28.987153774343298,3.0,4.560493087700376,5.987153774343298,False,False
2015-16,1610612757,POR,17,0.4535340999006272,44,34.0,32.77128037287727,35.91769377785655,10.0,11.228719627122729,8.082306222143451,False,True
2015-16,1610612758,SAC,18,0.4518666239408331,33,36.0,35.89127744630078,36.86267963194936,3.0,2.8912774463007835,3.862679631949362,True,False
2015-16,1610612759,SAS,35,0.8803310596132192,67,70.0,70.76664973794344,67.99877847143814,3.0,3.766649737943439,0.9987784714381434,False,True
2015-16,1610612760,OKC,29,0.7482882215960682,55,58.0,58.02616010824276,57.64235946940859,3.0,3.026160108242763,2.6423594694085892,False,True
2015-16,1610612761,TOR,26,0.6276724771394454,56,52.0,51.218823882083704,50.662948476844775,4.0,4.781176117916296,5.337051523155225,False,False
2015-16,1610612762,UTA,18,0.494761676991818,40,36.0,35.86228455032163,38.27789326269625,4.0,4.1377154496783675,1.722106737303747,False,True
2015-16,1610612763,MEM,22,0.4020195110333924,42,44.0,44.08033880959468,39.21810039442887,2.0,2.0803388095946787,2.7818996055711267,False,False
2015-16,1610612764,WAS,20,0.44504297021929934,41,40.0,38.92380044582312,38.63755046037022,1.0,2.076199554176881,2.362449539629779,False,False
2015-16,1610612765,DET,22,0.5662976667665249,44,44.0,43.02426084715231,44.638042058824425,0.0,0.9757391528476873,0.6380420588244249,False,False
2015-16,1610612766,CHA,19,0.5292843364700306,48,38.0,29.83859804920813,40.41688097312358,10.0,18.16140195079187,7.5831190268764175,False,True
2016-17,1610612737,ATL,24,0.5123743987228158,43,48.0,48.3523421134484,44.92152147934766,5.0,5.352342113448401,1.9215214793476605,False,True
2016-17,1610612738,BOS,26,0.5803322366490552,53,52.0,52.58574938330559,49.27753473849501,1.0,0.4142506166944102,3.7224652615049934,True,False
2016-17,1610612739,CLE,30,0.6604184032902551,51,60.0,59.360847727577955,56.05402198762948,9.0,8.360847727577955,5.054021987629483,True,True
2016-17,1610612740,NOP,16,0.4070888661667065,34,32.0,28.405406119498323,33.271403725927996,2.0,5.594593880501677,0.7285962740720038,False,True
2016-17,1610612741,CHI,20,0.49748949277278237,41,40.0,38.91162183822224,40.405480403739816,1.0,2.0883781617777615,0.5945195962601844,False,True
2016-17,1610612742,DAL,14,0.33901260286326473,33,28.000000000000004,30.14366969301204,28.911284807044815,4.9999999999999964,2.85633030698796,4.088715192955185,True,True
2016-17,1610612743,DEN,17,0.43517860529408103,40,34.0,32.77021072459743,35.24523985505728,6.0,7.229789275402567,4.754760144942722,False,True
2016-17,1610612744,GSW,35,0.8286616155309158,67,70.0,70.72671885313252,66.88680376669029,3.0,3.7267188531325246,0.11319623330970785,False,True
2016-17,1610612745,HOU,31,0.7094668171891382,55,62.0,62.583963236612746,58.75446916211642,7.0,7.583963236612746,3.754469162116422,False,True
2016-17,1610612746,LAC,27,0.6755092377615183,51,54.0,49.587719057312015,53.57720234755329,3.0,1.4122809426879854,2.577202347553289,True,True
2016-17,1610612747,LAL,15,0.36099360378698453,26,30.0,28.647348883291023,30.673338621673572,4.0,2.6473488832910235,4.673338621673572,True,False
2016-17,1610612748,MIA,11,0.34954836313666016,41,22.0,11.006460362843537,26.276546440680942,19.0,29.993539637156463,14.723453559319058,False,True
2016-17,1610612749,MIL,20,0.5349094975296531,42,40.0,39.97001771159764,41.7027851746808,2.0,2.0299822884023584,0.29721482531920174,False,True
2016-17,1610612750,MIN,14,0.4639664756781432,31,28.000000000000004,27.66785539396877,33.24327932183787,2.9999999999999964,3.3321446060312283,2.2432793218378677,False,True
2016-17,1610612751,BKN,8,0.2284111412644976,20,16.0,8.0,19.07687044132294,4.0,12.0,0.9231295586770614,False,True
2016-17,1610612752,NYK,18,0.3981076577953546,31,36.0,28.384843666951173,34.9600364627576,5.0,2.6151563330488266,3.9600364627576,True,True
2016-17,1610612753,ORL,17,0.3464201507123773,29,34.0,33.81277486002591,32.16809522778274,5.0,4.812774860025911,3.168095227782743,True,True
2016-17,1610612754,IND,22,0.47287104176412403,42,44.0,43.062777966016945,41.55198949281616,2.0,1.0627779660169452,0.44801050718383806,True,True
2016-17,1610612755,PHI,15,0.32241204115041333,28,30.0,35.78753215507644,29.335764091579698,2.0,7.787532155076441,1.3357640915796978,False,True
2016-17,1610612756,PHX,13,0.3238320099732151,24,26.0,25.612759538321594,27.384992634985213,2.0,1.612759538321594,3.3849926349852133,True,False
2016-17,1610612757,POR,18,0.42901935987392764,41,36.0,34.81660270005155,36.03170651852038,5.0,6.183397299948453,4.96829348147962,False,True
2016-17,1610612758,SAC,16,0.4065892753395071,32,32.0,30.709993863322914,33.25408353669084,0.0,1.2900061366770856,1.2540835366908425,False,False
2016-17,1610612759,SAS,32,0.7649169253395156,61,64.0,63.52423129806643,61.676855070938885,3.0,2.5242312980664323,0.6768550709388848,True,True
2016-17,1610612760,OKC,24,0.5576749907789531,47,48.0,47.13086580575091,46.492036357224244,1.0,0.13086580575090778,0.5079636427757563,True,True
2016-17,1610612761,TOR,28,0.7073036569037817,51,56.00000000000001,55.33040543688061,55.6794751000703,5.000000000000007,4.330405436880611,4.679475100070299,True,True
2016-17,1610612762,UTA,25,0.6458457941842991,51,50.0,50.22524928587505,50.5488078530764,1.0,0.7747507141249486,0.4511921469236029,True,True
2016-17,1610612763,MEM,24,0.5171365294879451,43,48.0,47.11497583661172,45.0866185978966,5.0,4.11497583661172,2.086618597896603,True,True
2016-17,1610612764,WAS,22,0.5088282850748748,49,44.0,47.458643895433305,42.798582153613665,5.0,1.5413561045666953,6.2014178463863345,True,False
2016-17,1610612765,DET,18,0.4780951695956628,37,36.0,35.861744839184574,37.73310347192693,1.0,1.1382551608154259,0.7331034719269311,False,True
2016-17,1610612766,CHA,20,0.5316122144812223,36,40.0,33.49603904988076,41.5884724946674,4.0,2.503960950119243,5.5884724946674,True,False
2017-18,1610612737,ATL,11,0.3628831499126586,24,22.0,20.8894197454369,26.89637399895955,2.0,3.1105802545631,2.8963739989595503,False,False
2017-18,1610612738,BOS,31,0.6711718024036133,55,62.0,59.452286999525704,57.123082037301934,7.0,4.452286999525704,2.123082037301934,True,True
2017-18,1610612739,CLE,26,0.5348466868798716,50,52.0,26.0,47.60083594264391,2.0,24.0,2.3991640573560886,False,False
2017-18,1610612740,NOP,21,0.49693818467373974,48,42.0,42.02294263924701,41.34331581953674,6.0,5.977057360752987,6.656684180463259,True,False
2017-18,1610612741,CHI,14,0.3020402705142552,27,28.000000000000004,15.542036221006823,27.878063046571178,1.0000000000000036,11.457963778993177,0.8780630465711781,False,True
2017-18,1610612742,DAL,13,0.41932874331233383,24,26.0,25.747867367345215,30.768815942849788,2.0,1.747867367345215,6.768815942849788,True,False
2017-18,1610612743,DEN,21,0.5388653954244149,46,42.0,42.00142145329227,42.73414658721084,4.0,3.9985785467077335,3.2658534127891627,True,True
